int_video,int_time,str_instrument1,str_instrument2,int_instrument1,int_instrument2,pos_instrument1,pos_instrument2,,
3,823,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,824,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,825,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,826,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,827,kerrisons,no_secondary_instrument,8,-2,2,,,
3,828,kerrisons,no_secondary_instrument,8,-2,3,,,
3,829,kerrisons,no_secondary_instrument,8,-2,3,,,
3,830,kerrisons,no_secondary_instrument,8,-2,3,,,
3,831,kerrisons,no_secondary_instrument,8,-2,3,,,
3,832,kerrisons,no_secondary_instrument,8,-2,3,,,
3,833,kerrisons,no_secondary_instrument,8,-2,3,,,
3,834,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,835,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,836,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,837,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,838,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,839,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,840,kerrisons,no_secondary_instrument,8,-2,3,,,
3,841,kerrisons,no_secondary_instrument,8,-2,3,,,
3,842,kerrisons,no_secondary_instrument,8,-2,3,,,
3,843,kerrisons,no_secondary_instrument,8,-2,2,,,
3,844,kerrisons,no_secondary_instrument,8,-2,3,,,
3,845,kerrisons,no_secondary_instrument,8,-2,3,,,
3,846,kerrisons,no_secondary_instrument,8,-2,3,,,
3,847,kerrisons,no_secondary_instrument,8,-2,3,,,
3,848,kerrisons,no_secondary_instrument,8,-2,3,,,
3,849,kerrisons,no_secondary_instrument,8,-2,3,,,
3,850,kerrisons,no_secondary_instrument,8,-2,3,,,
3,851,kerrisons,no_secondary_instrument,8,-2,3,,,
3,852,kerrisons,no_secondary_instrument,8,-2,3,,,
3,853,kerrisons,no_secondary_instrument,8,-2,3,,,
3,854,kerrisons,no_secondary_instrument,8,-2,3,,,
3,855,kerrisons,no_secondary_instrument,8,-2,3,,,
3,856,kerrisons,no_secondary_instrument,8,-2,3,,,
3,857,kerrisons,no_secondary_instrument,8,-2,3,,,
3,858,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,859,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,860,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,861,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,862,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,863,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,864,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,865,kerrisons,no_secondary_instrument,8,-2,3,,,
3,866,kerrisons,no_secondary_instrument,8,-2,3,,,
3,867,kerrisons,no_secondary_instrument,8,-2,2,,,
3,868,kerrisons,no_secondary_instrument,8,-2,3,,,
3,869,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,870,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,871,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,872,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,873,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,874,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,875,suction,no_secondary_instrument,16,-2,3,,,
3,876,suction,no_secondary_instrument,16,-2,5,,,
3,877,suction,no_secondary_instrument,16,-2,5,,,
3,878,suction,no_secondary_instrument,16,-2,3,,,
3,879,suction,no_secondary_instrument,16,-2,3,,,
3,880,suction,no_secondary_instrument,16,-2,3,,,
3,881,suction,no_secondary_instrument,16,-2,3,,,
3,882,suction,no_secondary_instrument,16,-2,3,,,
3,883,suction,no_secondary_instrument,16,-2,2,,,
3,884,suction,no_secondary_instrument,16,-2,5,,,
3,885,suction,no_secondary_instrument,16,-2,5,,,
3,886,suction,no_secondary_instrument,16,-2,2,,,
3,887,suction,no_secondary_instrument,16,-2,5,,,
3,888,suction,no_secondary_instrument,16,-2,3,,,
3,889,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,890,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,891,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,892,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,893,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,894,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,895,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,896,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,897,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,898,kerrisons,no_secondary_instrument,8,-2,3,,,
3,899,kerrisons,no_secondary_instrument,8,-2,3,,,
3,900,kerrisons,no_secondary_instrument,8,-2,3,,,
3,901,kerrisons,no_secondary_instrument,8,-2,3,,,
3,902,kerrisons,no_secondary_instrument,8,-2,3,,,
3,903,kerrisons,no_secondary_instrument,8,-2,3,,,
3,904,kerrisons,no_secondary_instrument,8,-2,3,,,
3,905,kerrisons,no_secondary_instrument,8,-2,3,,,
3,906,kerrisons,no_secondary_instrument,8,-2,3,,,
3,907,kerrisons,no_secondary_instrument,8,-2,3,,,
3,908,kerrisons,no_secondary_instrument,8,-2,3,,,
3,909,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,910,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,911,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,912,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,913,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,914,kerrisons,no_secondary_instrument,8,-2,3,,,
3,915,kerrisons,no_secondary_instrument,8,-2,3,,,
3,916,kerrisons,no_secondary_instrument,8,-2,3,,,
3,917,kerrisons,no_secondary_instrument,8,-2,3,,,
3,918,kerrisons,no_secondary_instrument,8,-2,3,,,
3,919,kerrisons,no_secondary_instrument,8,-2,3,,,
3,920,kerrisons,no_secondary_instrument,8,-2,3,,,
3,921,kerrisons,no_secondary_instrument,8,-2,3,,,
3,922,kerrisons,no_secondary_instrument,8,-2,3,,,
3,923,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,924,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,925,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,926,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,927,kerrisons,no_secondary_instrument,8,-2,3,,,
3,928,kerrisons,no_secondary_instrument,8,-2,3,,,
3,929,kerrisons,no_secondary_instrument,8,-2,3,,,
3,930,kerrisons,no_secondary_instrument,8,-2,3,,,
3,931,kerrisons,no_secondary_instrument,8,-2,3,,,
3,932,kerrisons,no_secondary_instrument,8,-2,3,,,
3,933,kerrisons,no_secondary_instrument,8,-2,3,,,
3,934,kerrisons,no_secondary_instrument,8,-2,3,,,
3,935,kerrisons,no_secondary_instrument,8,-2,3,,,
3,936,kerrisons,no_secondary_instrument,8,-2,3,,,
3,937,kerrisons,no_secondary_instrument,8,-2,3,,,
3,938,kerrisons,no_secondary_instrument,8,-2,3,,,
3,939,kerrisons,no_secondary_instrument,8,-2,3,,,
3,940,kerrisons,no_secondary_instrument,8,-2,3,,,
3,941,kerrisons,no_secondary_instrument,8,-2,3,,,
3,942,kerrisons,no_secondary_instrument,8,-2,3,,,
3,943,kerrisons,no_secondary_instrument,8,-2,3,,,
3,944,kerrisons,no_secondary_instrument,8,-2,3,,,
3,945,kerrisons,no_secondary_instrument,8,-2,5,,,
3,946,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,947,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,948,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,949,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,950,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,951,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,952,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,953,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,954,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,955,nasal_cutting_forceps,no_secondary_instrument,10,-2,5,,,
3,956,nasal_cutting_forceps,no_secondary_instrument,10,-2,3,,,
3,957,nasal_cutting_forceps,no_secondary_instrument,10,-2,3,,,
3,958,nasal_cutting_forceps,no_secondary_instrument,10,-2,3,,,
3,959,nasal_cutting_forceps,no_secondary_instrument,10,-2,3,,,
3,960,nasal_cutting_forceps,no_secondary_instrument,10,-2,3,,,
3,961,nasal_cutting_forceps,no_secondary_instrument,10,-2,3,,,
3,962,nasal_cutting_forceps,no_secondary_instrument,10,-2,4,,,
3,963,nasal_cutting_forceps,no_secondary_instrument,10,-2,3,,,
3,964,nasal_cutting_forceps,no_secondary_instrument,10,-2,3,,,
3,965,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,966,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,967,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,968,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,969,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,970,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,971,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,972,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,973,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,974,kerrisons,no_secondary_instrument,8,-2,1,,,
3,975,kerrisons,no_secondary_instrument,8,-2,1,,,
3,976,kerrisons,no_secondary_instrument,8,-2,1,,,
3,977,kerrisons,no_secondary_instrument,8,-2,1,,,
3,978,kerrisons,no_secondary_instrument,8,-2,1,,,
3,979,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,980,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,981,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,982,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,983,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,984,kerrisons,no_secondary_instrument,8,-2,1,,,
3,985,kerrisons,no_secondary_instrument,8,-2,1,,,
3,986,kerrisons,no_secondary_instrument,8,-2,1,,,
3,987,kerrisons,no_secondary_instrument,8,-2,1,,,
3,988,kerrisons,no_secondary_instrument,8,-2,1,,,
3,989,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,990,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,991,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,992,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,993,kerrisons,no_secondary_instrument,8,-2,3,,,
3,994,kerrisons,no_secondary_instrument,8,-2,3,,,
3,995,kerrisons,no_secondary_instrument,8,-2,3,,,
3,996,kerrisons,no_secondary_instrument,8,-2,4,,,
3,997,kerrisons,no_secondary_instrument,8,-2,4,,,
3,998,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,999,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1000,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1001,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1002,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1003,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1004,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1005,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1006,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1007,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1008,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1009,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1010,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1011,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1012,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1013,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1014,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1015,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1016,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1017,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1018,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1019,suction,no_secondary_instrument,16,-2,4,,,
3,1020,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1021,suction,no_secondary_instrument,16,-2,4,,,
3,1022,suction,no_secondary_instrument,16,-2,4,,,
3,1023,suction,no_secondary_instrument,16,-2,4,,,
3,1024,suction,no_secondary_instrument,16,-2,1,,,
3,1025,suction,no_secondary_instrument,16,-2,3,,,
3,1026,suction,no_secondary_instrument,16,-2,3,,,
3,1027,suction,no_secondary_instrument,16,-2,1,,,
3,1028,suction,no_secondary_instrument,16,-2,1,,,
3,1029,suction,no_secondary_instrument,16,-2,4,,,
3,1030,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1031,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1032,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1033,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1034,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1035,kerrisons,no_secondary_instrument,8,-2,4,,,
3,1036,kerrisons,no_secondary_instrument,8,-2,3,,,
3,1037,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1038,kerrisons,no_secondary_instrument,8,-2,3,,,
3,1039,kerrisons,no_secondary_instrument,8,-2,3,,,
3,1040,kerrisons,no_secondary_instrument,8,-2,1,,,
3,1041,kerrisons,no_secondary_instrument,8,-2,3,,,
3,1042,kerrisons,no_secondary_instrument,8,-2,3,,,
3,1043,kerrisons,no_secondary_instrument,8,-2,3,,,
3,1044,kerrisons,no_secondary_instrument,8,-2,3,,,
3,1045,kerrisons,no_secondary_instrument,8,-2,4,,,
3,1046,kerrisons,no_secondary_instrument,8,-2,4,,,
3,1047,kerrisons,no_secondary_instrument,8,-2,3,,,
3,1048,kerrisons,no_secondary_instrument,8,-2,3,,,
3,1049,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1050,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1051,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1052,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1053,kerrisons,no_secondary_instrument,8,-2,1,,,
3,1054,kerrisons,no_secondary_instrument,8,-2,1,,,
3,1055,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1056,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1057,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1058,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1059,kerrisons,no_secondary_instrument,8,-2,1,,,
3,1060,kerrisons,no_secondary_instrument,8,-2,4,,,
3,1061,kerrisons,no_secondary_instrument,8,-2,3,,,
3,1062,kerrisons,no_secondary_instrument,8,-2,1,,,
3,1063,kerrisons,no_secondary_instrument,8,-2,3,,,
3,1064,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1065,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1066,kerrisons,no_secondary_instrument,8,-2,1,,,
3,1067,kerrisons,no_secondary_instrument,8,-2,3,,,
3,1068,kerrisons,no_secondary_instrument,8,-2,4,,,
3,1069,kerrisons,no_secondary_instrument,8,-2,4,,,
3,1070,kerrisons,no_secondary_instrument,8,-2,3,,,
3,1071,kerrisons,no_secondary_instrument,8,-2,4,,,
3,1072,kerrisons,no_secondary_instrument,8,-2,4,,,
3,1073,kerrisons,no_secondary_instrument,8,-2,4,,,
3,1074,kerrisons,no_secondary_instrument,8,-2,4,,,
3,1075,kerrisons,no_secondary_instrument,8,-2,4,,,
3,1076,kerrisons,no_secondary_instrument,8,-2,4,,,
3,1077,kerrisons,no_secondary_instrument,8,-2,4,,,
3,1078,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1079,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1080,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1081,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1082,kerrisons,no_secondary_instrument,8,-2,4,,,
3,1083,kerrisons,no_secondary_instrument,8,-2,3,,,
3,1084,kerrisons,no_secondary_instrument,8,-2,1,,,
3,1085,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1086,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1087,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1088,kerrisons,no_secondary_instrument,8,-2,3,,,
3,1089,kerrisons,no_secondary_instrument,8,-2,3,,,
3,1090,kerrisons,no_secondary_instrument,8,-2,3,,,
3,1091,kerrisons,no_secondary_instrument,8,-2,4,,,
3,1092,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1093,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1094,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1095,kerrisons,no_secondary_instrument,8,-2,3,,,
3,1096,kerrisons,no_secondary_instrument,8,-2,4,,,
3,1097,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1098,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1099,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1100,kerrisons,no_secondary_instrument,8,-2,4,,,
3,1101,kerrisons,no_secondary_instrument,8,-2,3,,,
3,1102,kerrisons,no_secondary_instrument,8,-2,3,,,
3,1103,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1104,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1105,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1106,kerrisons,no_secondary_instrument,8,-2,3,,,
3,1107,kerrisons,no_secondary_instrument,8,-2,3,,,
3,1108,kerrisons,no_secondary_instrument,8,-2,3,,,
3,1109,kerrisons,no_secondary_instrument,8,-2,3,,,
3,1110,kerrisons,no_secondary_instrument,8,-2,3,,,
3,1111,kerrisons,no_secondary_instrument,8,-2,3,,,
3,1112,kerrisons,no_secondary_instrument,8,-2,3,,,
3,1113,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1114,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1115,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1116,kerrisons,no_secondary_instrument,8,-2,4,,,
3,1117,kerrisons,no_secondary_instrument,8,-2,4,,,
3,1118,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1119,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1120,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1121,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1122,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1123,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1124,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1125,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1126,kerrisons,no_secondary_instrument,8,-2,3,,,
3,1127,kerrisons,no_secondary_instrument,8,-2,3,,,
3,1128,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1129,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1130,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1131,kerrisons,no_secondary_instrument,8,-2,3,,,
3,1132,kerrisons,no_secondary_instrument,8,-2,3,,,
3,1133,kerrisons,no_secondary_instrument,8,-2,3,,,
3,1134,kerrisons,no_secondary_instrument,8,-2,3,,,
3,1135,kerrisons,no_secondary_instrument,8,-2,3,,,
3,1136,kerrisons,no_secondary_instrument,8,-2,3,,,
3,1137,kerrisons,no_secondary_instrument,8,-2,3,,,
3,1138,kerrisons,no_secondary_instrument,8,-2,3,,,
3,1139,kerrisons,no_secondary_instrument,8,-2,3,,,
3,1140,kerrisons,no_secondary_instrument,8,-2,3,,,
3,1141,kerrisons,no_secondary_instrument,8,-2,3,,,
3,1142,kerrisons,no_secondary_instrument,8,-2,3,,,
3,1143,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1144,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1145,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1146,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1147,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1148,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1149,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1150,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1151,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1152,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1153,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1154,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1155,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1156,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1157,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1158,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1159,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1160,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1161,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1162,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1163,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1164,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1165,stealth_pointer,no_secondary_instrument,15,-2,4,,,
3,1166,stealth_pointer,no_secondary_instrument,15,-2,3,,,
3,1167,stealth_pointer,no_secondary_instrument,15,-2,3,,,
3,1168,stealth_pointer,no_secondary_instrument,15,-2,3,,,
3,1169,stealth_pointer,no_secondary_instrument,15,-2,3,,,
3,1170,stealth_pointer,no_secondary_instrument,15,-2,3,,,
3,1171,stealth_pointer,no_secondary_instrument,15,-2,2,,,
3,1172,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1173,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1174,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1175,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1176,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1177,no_visible_instrument,no_secondary_instrument,0,-2,,,,
3,1178,stealth_pointer,no_secondary_instrument,15,-2,1,,,
3,1179,occluded_image_inside_patient,no_secondary_instrument,0,-2,,,,
3,1180,occluded_image_inside_patient,no_secondary_instrument,0,-2,,,,
3,1181,stealth_pointer,no_secondary_instrument,15,-2,3,,,
3,1182,stealth_pointer,no_secondary_instrument,15,-2,3,,,
3,1183,stealth_pointer,no_secondary_instrument,15,-2,3,,,
3,1184,stealth_pointer,no_secondary_instrument,15,-2,3,,,
3,1185,stealth_pointer,no_secondary_instrument,15,-2,3,,,
3,1186,stealth_pointer,no_secondary_instrument,15,-2,3,,,
3,1187,stealth_pointer,no_secondary_instrument,15,-2,3,,,
3,1188,stealth_pointer,no_secondary_instrument,15,-2,3,,,
3,1189,stealth_pointer,no_secondary_instrument,15,-2,3,,,
3,1190,stealth_pointer,no_secondary_instrument,15,-2,3,,,
3,1191,stealth_pointer,no_secondary_instrument,15,-2,3,,,
3,1192,stealth_pointer,no_secondary_instrument,15,-2,3,,,
3,1193,stealth_pointer,no_secondary_instrument,15,-2,3,,,
3,1194,stealth_pointer,no_secondary_instrument,15,-2,3,,,
3,1195,stealth_pointer,no_secondary_instrument,15,-2,3,,,
3,1196,stealth_pointer,no_secondary_instrument,15,-2,3,,,
3,1197,stealth_pointer,no_secondary_instrument,15,-2,5,,,
3,1198,stealth_pointer,no_secondary_instrument,15,-2,1,,,
3,1199,stealth_pointer,no_secondary_instrument,15,-2,1,,,
3,1200,stealth_pointer,no_secondary_instrument,15,-2,1,,,
3,1201,stealth_pointer,no_secondary_instrument,15,-2,3,,,
3,1202,stealth_pointer,no_secondary_instrument,15,-2,3,,,
3,1203,stealth_pointer,no_secondary_instrument,15,-2,3,,,
3,1204,stealth_pointer,no_secondary_instrument,15,-2,1,,,
3,1205,stealth_pointer,no_secondary_instrument,15,-2,1,,,
3,1206,stealth_pointer,no_secondary_instrument,15,-2,1,,,
3,1207,stealth_pointer,no_secondary_instrument,15,-2,3,,,
3,1208,stealth_pointer,no_secondary_instrument,15,-2,3,,,
3,1209,stealth_pointer,no_secondary_instrument,15,-2,3,,,
3,1210,stealth_pointer,no_secondary_instrument,15,-2,3,,,
3,1211,stealth_pointer,no_secondary_instrument,15,-2,3,,,
3,1212,stealth_pointer,no_secondary_instrument,15,-2,3,,,
3,1213,stealth_pointer,no_secondary_instrument,15,-2,3,,,
3,1214,stealth_pointer,no_secondary_instrument,15,-2,3,,,
3,1215,stealth_pointer,no_secondary_instrument,15,-2,4,,,
3,1216,stealth_pointer,no_secondary_instrument,15,-2,4,,,
3,1217,stealth_pointer,no_secondary_instrument,15,-2,4,,,
3,1218,stealth_pointer,no_secondary_instrument,15,-2,4,,,
3,1219,stealth_pointer,no_secondary_instrument,15,-2,4,,,
3,1220,stealth_pointer,no_secondary_instrument,15,-2,4,,,
3,1221,stealth_pointer,no_secondary_instrument,15,-2,4,,,
3,1222,stealth_pointer,no_secondary_instrument,15,-2,4,,,
3,1223,stealth_pointer,no_secondary_instrument,15,-2,4,,,
3,1224,stealth_pointer,no_secondary_instrument,15,-2,4,,,
3,1225,stealth_pointer,no_secondary_instrument,15,-2,4,,,
3,1226,stealth_pointer,no_secondary_instrument,15,-2,4,,,
3,1227,stealth_pointer,no_secondary_instrument,15,-2,4,,,
3,1228,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1229,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1230,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1231,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1232,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1233,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1234,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1235,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1236,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1237,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1238,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1239,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1240,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1241,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1242,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1243,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1244,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1245,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1246,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1247,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1248,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1249,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1250,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1251,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1252,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1253,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1254,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1255,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1256,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1257,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1258,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1259,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1260,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1261,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1262,out_of_patient,no_secondary_instrument,-1,-2,,,,
3,1263,out_of_patient,no_secondary_instrument,-1,-2,,,,
